title,year,baseline_year,country,treatment_type,duration_month,duration_years,z_treatment_effect,invSE,intervention_value,intervention_value_k,intervention_value_10k,intervention_value_100k,all_n,treatment_n,control_n,se_treatment_effect,population,depression_yn,outcome,outcome_negative,transfer_type,outcome_category,archive_name,id,int_Asset,int_CCT,int_Grad,int_Healthcare,int_Lottery,int_Neighborhood,int_Savings,int_UCT,treatment,age,age_range,female_share,authors,duration,z_se,LMIC,lumpsum,gdppercapita,ST,_meta_id,_meta_studylabel,_meta_es,_meta_se,_meta_cil,_meta_ciu,_meta_studysize,out_depression,out_anx_stress,out_happiness,out_other,intervention_gdp,lumpsumXyears_since,id_factor,_meta_regweight
Asset ownership and health and mental health functioning among AIDS-orphaned adolescents: findings from a randomized clinical trial in rural Uganda.,2009,2005,Uganda,Graduation Program,10,.8333333333333334,.0339547821860738,65.27977406561713,190,.19,.019,.0019,268,131,137,.157,AIDS-oprhaned adolescents,N,self-esteem (Tennessee Self-Concept Scale ) - t score,0,Conditional,Self-Esteem,Ssewamala_09,Ssewamala et al. 2009,0,0,1,0,0,0,0,0,Grad,14,11 to 17,.5672,Ssewamala et al.,10 months,.0153186804690046,1,0,1751.815,1,140,Ssewamala et al. 2009,.0339547821860738,.0153186804690046,.0039307201761477,.0639788441959999,268,0,0,0,1,.10845894,0,Ssewamala et al. 2009,106.7808333746008
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,26,2.166666666666667,.2872315213818086,16.12489787014635,382,.382,.0382,.00382,1330,676,654,.095,poor and unemployed adults - male,N,Subjective well-being,0,Unconditional,Happiness or Satisfaction,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,0,Blattman et al.,24-30 months,.0620158966619814,1,1,2178.552,0,141,Blattman et al. 2013,.2872315213818086,.0620158966619814,.1656825974553673,.4087804453082499,1330,0,0,1,0,.17534582,2.1666667,Blattman et al. 2013,77.06365280825837
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,26,2.166666666666667,.2374832584881337,20.66110553604282,382,.382,.0382,.00382,1996,981,1015,.075,poor and unemployed adults,N,Subjective well-being,0,Unconditional,Happiness or Satisfaction,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,24-30 months,.0484001206157881,1,1,2178.552,0,142,Blattman et al. 2013,.2374832584881337,.0484001206157881,.1426207652337944,.3323457517424729,1996,0,0,1,0,.17534582,2.1666667,Blattman et al. 2013,87.16202516756539
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,.2427421102217628,19.72560628126385,382,.382,.0382,.00382,1861,925,936,.085,poor and unemployed adults,N,Subjective well-being,0,Unconditional,Happiness or Satisfaction,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,4 years,.0506955267047908,1,1,2178.552,0,143,Blattman et al. 2013,.2427421102217628,.0506955267047908,.1433807037030844,.3421035167404413,1861,0,0,1,0,.17534582,4,Blattman et al. 2013,85.46752143360698
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,26,2.166666666666667,.0106035493385602,21.17119360231605,382,.382,.0382,.00382,2005,987,1018,.049,poor and unemployed adults,N,family cohesion index,0,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,24-30 months,.0472339925081316,1,1,2178.552,0,144,Blattman et al. 2013,.0106035493385602,.0472339925081316,-.0819733748234125,.1031804735005328,2005,0,0,0,1,.17534582,2.1666667,Blattman et al. 2013,88.01759588592559
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,.0427427723448637,21.90242142490445,382,.382,.0382,.00382,1868,928,940,.047,poor and unemployed adults,N,family cohesion index,0,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,4 years,.0456570522774681,1,1,2178.552,0,145,Blattman et al. 2013,.0427427723448637,.0456570522774681,-.0467434057592362,.1322289504489637,1868,0,0,0,1,.17534582,4,Blattman et al. 2013,89.16724130485044
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,26,2.166666666666667,.093561008785334,21.60383499479244,382,.382,.0382,.00382,2005,987,1018,.047,poor and unemployed adults,N,Community participation index,0,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,24-30 months,.0462880780306389,1,1,2178.552,0,146,Blattman et al. 2013,.093561008785334,.0462880780306389,.002838042931702,.1842839746389659,2005,0,0,0,1,.17534582,2.1666667,Blattman et al. 2013,88.70831234497223
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,.005173902778899,19.32776943699732,382,.382,.0382,.00382,1868,928,940,.05,poor and unemployed adults,N,Community participation index,0,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,4 years,.0517390277889902,1,1,2178.552,0,147,Blattman et al. 2013,.005173902778899,.0517390277889902,-.0962327282826388,.1065805338404368,1868,0,0,0,1,.17534582,4,Blattman et al. 2013,84.69378677975993
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,.0104016442963922,19.6201318597144,382,.382,.0382,.00382,1868,928,940,.049,poor and unemployed adults,N,Community public good contributions,0,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,4 years,.0509680570523218,1,1,2178.552,0,148,Blattman et al. 2013,.0104016442963922,.0509680570523218,-.0894939118881412,.1102972004809256,1868,0,0,0,1,.17534582,4,Blattman et al. 2013,85.26561260403771
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,26,2.166666666666667,.0691150420029035,22.18523332835301,382,.382,.0382,.00382,2234,1130,1104,.045,poor and unemployed adults,N,Antisocial behavior,1,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,24-30 months,.045075027393198,1,1,2178.552,0,149,Blattman et al. 2013,.0691150420029035,.045075027393198,-.0192303882899208,.1574604722957278,2234,0,0,0,1,.17534582,2.1666667,Blattman et al. 2013,89.589096015964
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,-.0478805431726634,21.77404687598844,382,.382,.0382,.00382,2021,998,1023,.047,poor and unemployed adults,N,Antisocial behavior,1,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,4 years,.0459262352880649,1,1,2178.552,0,150,Blattman et al. 2013,-.0478805431726634,.0459262352880649,-.1378943102827832,.0421332239374563,2021,0,0,0,1,.17534582,4,Blattman et al. 2013,88.97166289376214
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,-.0126408309528043,22.3568131483856,382,.382,.0382,.00382,1868,928,940,.046,poor and unemployed adults,N,Antisocial behavior - extended,1,Unconditional,Other,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,.35,Blattman et al.,4 years,.044729094140692,1,1,2178.552,0,151,Blattman et al. 2013,-.0126408309528043,.044729094140692,-.1003082445296621,.0750265826240536,1868,0,0,0,1,.17534582,4,Blattman et al. 2013,89.83913590625262
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,.0399839206753316,22.22222222222222,382,.382,.0382,.00382,1868,1051,817,.045,poor and unemployed adults,Y,Depression index,1,Unconditional,Depression,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",.32,Blattman et al.,9 years,.045,1,1,2178.552,0,152,Blattman et al. 2019,.0399839206753316,.045,-.0482144586289708,.128182299979634,1868,1,0,0,0,.17534582,9,Blattman et al. 2019,89.64337073612815
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,.0229907543883157,21.27659574468085,382,.382,.0382,.00382,1868,1051,817,.047,poor and unemployed adults,N,Distress index,1,Unconditional,Stress,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",.32,Blattman et al.,9 years,.047,1,1,2178.552,0,153,Blattman et al. 2019,.0229907543883157,.047,-.0691275528850668,.1151090616616982,1868,0,1,0,0,.17534582,9,Blattman et al. 2019,88.18875193105158
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,.0219911563714324,20,382,.382,.0382,.00382,1868,1051,817,.05,poor and unemployed adults,N,Pro-social behavior index,0,Unconditional,Other,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",.32,Blattman et al.,9 years,.05,1,1,2178.552,0,154,Blattman et al. 2019,.0219911563714324,.05,-.0760070428555703,.1199893555984351,1868,0,0,0,1,.17534582,9,Blattman et al. 2019,85.98219709975122
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,-.0639742730805306,21.73913043478261,382,.382,.0382,.00382,1868,1051,817,.046,poor and unemployed adults,N,Hostility index,0,Unconditional,Other,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",.32,Blattman et al.,9 years,.046,1,1,2178.552,0,155,Blattman et al. 2019,-.0639742730805306,.046,-.1541326163693731,.0261840702083118,1868,0,0,0,1,.17534582,9,Blattman et al. 2019,88.91801784975844
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,.1178590203106332,13.15789473684211,382,.382,.0382,.00382,630,252,378,.076,poor and unemployed adults - female,Y,Depression index,1,Unconditional,Depression,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",1,Blattman et al.,9 years,.076,1,1,2178.552,0,156,Blattman et al. 2019,.1178590203106332,.076,-.0310982425144109,.2668162831356773,630,1,0,0,0,.17534582,9,Blattman et al. 2019,67.08566326451886
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,.0829008363201912,12.34567901234568,382,.382,.0382,.00382,630,252,378,.081,poor and unemployed adults - female,N,Distress index,1,Unconditional,Stress,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",1,Blattman et al.,9 years,.081,1,1,2178.552,0,157,Blattman et al. 2019,.0829008363201912,.081,-.0758562464275532,.2416579190679355,630,0,1,0,0,.17534582,9,Blattman et al. 2019,63.7295234449001
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,-.0209749103942652,11.36363636363637,382,.382,.0382,.00382,630,252,378,.088,poor and unemployed adults - female,N,Pro-social behavior index,0,Unconditional,Other,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",1,Blattman et al.,9 years,.088,1,1,2178.552,0,158,Blattman et al. 2019,-.0209749103942652,.088,-.19345174103379,.1515019202452595,630,0,0,0,1,.17534582,9,Blattman et al. 2019,59.26166634134484
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,-.1697968936678614,12.19512195121951,382,.382,.0382,.00382,630,252,378,.082,poor and unemployed adults - female,N,Hostility index,0,Unconditional,Other,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",1,Blattman et al.,9 years,.082,1,1,2178.552,0,159,Blattman et al. 2019,-.1697968936678614,.082,-.3305139404001458,-.009079846935577,630,0,0,0,1,.17534582,9,Blattman et al. 2019,63.0743130115956
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,0,18.18181818181818,382,.382,.0382,.00382,1236,565,671,.055,poor and unemployed adults - male,Y,Depression index,1,Unconditional,Depression,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",0,Blattman et al.,9 years,.055,1,1,2178.552,0,160,Blattman et al. 2019,0,.055,-.107798019149703,.107798019149703,1236,1,0,0,0,.17534582,9,Blattman et al. 2019,82.26854138117498
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,-.0089945288753799,17.5438596491228,382,.382,.0382,.00382,1236,565,671,.057,poor and unemployed adults - male,N,Distress index,1,Unconditional,Stress,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",0,Blattman et al.,9 years,.057,1,1,2178.552,0,161,Blattman et al. 2019,-.0089945288753799,.057,-.120712475994163,.1027234182434031,1236,0,1,0,0,.17534582,9,Blattman et al. 2019,80.77991669522733
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,.0439732522796353,16.94915254237288,382,.382,.0382,.00382,1236,565,671,.059,poor and unemployed adults - male,N,Pro-social behavior index,0,Unconditional,Other,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",0,Blattman et al.,9 years,.059,1,1,2178.552,0,162,Blattman et al. 2019,.0439732522796353,.059,-.0716646228082279,.1596111273674984,1236,0,0,0,1,.17534582,9,Blattman et al. 2019,79.29387489015542
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,2019,2008,Uganda,UCT,108,9,-.0089945288753799,18.18181818181818,382,.382,.0382,.00382,1236,565,671,.055,poor and unemployed adults - male,N,Hostility index,0,Unconditional,Other,blattman_19,Blattman et al. 2019,0,0,0,0,0,0,0,1,UCT,25,"Young adults, average 25",0,Blattman et al.,9 years,.055,1,1,2178.552,0,163,Blattman et al. 2019,-.0089945288753799,.055,-.1167925480250829,.098803490274323,1236,0,0,0,1,.17534582,9,Blattman et al. 2019,82.26854138117498
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,.3100733069035803,16.2817745898078,382,.382,.0382,.00382,1232,633,599,.103,poor and unemployed adults -male,N,Subjective well-being,0,Unconditional,Happiness or Satisfaction,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,0,Blattman et al.,4 years,.0614183665597476,1,1,2178.552,0,164,Blattman et al. 2013,.3100733069035803,.0614183665597476,.1896955204571957,.4304510933499648,1232,0,0,1,0,.17534582,4,Blattman et al. 2013,77.50417746378861
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,26,2.166666666666667,.1389952007775956,13.08089637635092,382,.382,.0382,.00382,666,305,361,.121,poor and unemployed adults - female,N,Subjective well-being,0,Unconditional,Happiness or Satisfaction,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,1,Blattman et al.,24-30 months,.0764473604276776,1,1,2178.552,0,165,Blattman et al. 2013,.1389952007775956,.0764473604276776,-.010838872373805,.288829273928996,666,0,0,1,0,.17534582,2.1666667,Blattman et al. 2013,66.78013283503635
Generating skilled self-employment in developing countries: Experimental evidence from Uganda,2013,2008,Uganda,UCT,48,4,.1190468832679701,10.8387766670102,382,.382,.0382,.00382,629,292,337,.155,poor and unemployed adults - female,N,Subjective well-being,0,Unconditional,Happiness or Satisfaction,Blattman_13,Blattman et al. 2013,0,0,0,0,0,0,0,1,UCT,24.8,16 to 35,1,Blattman et al.,4 years,.0922613345326768,1,1,2178.552,0,166,Blattman et al. 2013,.1190468832679701,.0922613345326768,-.061782009581678,.2998757761176181,629,0,0,1,0,.17534582,4,Blattman et al. 2013,56.68141078694266
Does poverty alleviation decrease depression symptoms in post-conflict settings? A cluster-randomized trial of microenterprise assistance in Northern Uganda,2016,2009,Uganda,UCT,16,1.333333333333333,.058797935417822,17.00739988392339,150,.15,.015,.0015,1726,860,866,.03,vulnerable people,Y,Acholi Psychosocial Assessment Instrument (APAI) depression subscale,1,Unconditional,Depression,Green_2016,Green et al. 2016,0,0,0,0,0,0,0,1,UCT,27.02,14 to 30,.86,Green et al.,16 months,.058797935417822,1,1,2294.273,0,167,Green et al. 2016,.058797935417822,.058797935417822,-.0564439003664211,.174039771202065,1726,1,0,0,0,.065380186,1.3333334,Green et al. 2016,79.44381838435346
Does Money Buy Happiness? A Longitudinal Study Using Data on Windfalls,2001,1991,United Kingdom,Lottery,12,1,.1254138172895375,15.94720616295959,200,.2,.02,.002,9493,1818,7675,.037,lottery winners,N,unhappiness q-12,1,,Happiness or Satisfaction,gardner_01,Gardner & Oswald 2001,0,0,0,0,1,0,0,0,Lottery,,Adults,,Gardner & Oswald,12 months,.0627069086447687,0,1,17747.76,0,168,Gardner & Oswald 2001,.1254138172895375,.0627069086447687,.0025105347639474,.2483170998151276,9493,0,0,1,0,.011269027,1,Gardner & Oswald 2001,
Does Money Buy Happiness? A Longitudinal Study Using Data on Windfalls,2001,1991,United Kingdom,Lottery,12,1,.2881159161696242,21.74775034706542,200,.2,.02,.002,9493,1818,7675,.252,lottery winners,N,GHQ mental stress,1,,Stress,gardner_01,Gardner & Oswald 2001,0,0,0,0,1,0,0,0,Lottery,,Adults,,Gardner & Oswald,12 months,.0459817674950889,0,1,17747.76,0,169,Gardner & Oswald 2001,.2881159161696242,.0459817674950889,.1979933079337555,.3782385244054929,9493,0,1,0,0,.011269027,1,Gardner & Oswald 2001,
Money and Mental Wellbeing: A Longitudinal Study of Medium-Sized Lottery Wins,2007,1998,United Kingdom,Lottery,48,4,-.0022506766048795,193.6739534024558,70,.07,.007,.0007,6940,1619,5322,.156,lottery winners,N,GHQ mental strain,1,,Stress,gardner_07,Gardner & Oswald 2007,0,0,0,0,1,0,0,0,Lottery,,Adults,1,Gardner & Oswald,4 years,.0051633169170766,0,1,24100.123,0,170,Gardner & Oswald 2007,-.0022506766048795,.0051633169170766,-.012370591803116,.0078692385933569,6940,0,1,0,0,.0029045495,4,Gardner & Oswald 2007,
Money and Mental Wellbeing: A Longitudinal Study of Medium-Sized Lottery Wins,2007,1998,United Kingdom,Lottery,48,4,.0475978664713038,65.45643578154625,4303.1,4.303100000000001,.43031,.043031,9793,116,9677,.571,lottery winners,N,GHQ mental strain,1,,Stress,gardner_07,Gardner & Oswald 2007,0,0,0,0,1,0,0,0,Lottery,,Adults,.55,Gardner & Oswald,4 years,.0152773365683612,0,1,24100.123,0,171,Gardner & Oswald 2007,.0475978664713038,.0152773365683612,.0176548370176192,.0775408959249884,9793,0,1,0,0,.17855096,4,Gardner & Oswald 2007,
Money and Mental Wellbeing: A Longitudinal Study of Medium-Sized Lottery Wins,2007,1998,United Kingdom,Lottery,48,4,-.0006806028325015,282.1028518119922,70,.07,.007,.0007,12620,2943,9677,.125,lottery winners,N,GHQ mental strain,1,,Stress,gardner_07,Gardner & Oswald 2007,0,0,0,0,1,0,0,0,Lottery,,Adults,.55,Gardner & Oswald,4 years,.0035448064192788,0,1,24100.123,0,172,Gardner & Oswald 2007,-.0006806028325015,.0035448064192788,-.0076282957464543,.0062670900814513,12620,0,1,0,0,.0029045495,4,Gardner & Oswald 2007,
Money and Mental Wellbeing: A Longitudinal Study of Medium-Sized Lottery Wins,2007,1998,United Kingdom,Lottery,48,4,.0057586150076622,136.0712755601197,70,.07,.007,.0007,5680,1324,4355,.134,lottery winners,N,GHQ mental strain,1,,Stress,gardner_07,Gardner & Oswald 2007,0,0,0,0,1,0,0,0,Lottery,,Adults,0,Gardner & Oswald,4 years,.007349089628826,0,1,24100.123,0,173,Gardner & Oswald 2007,.0057586150076622,.007349089628826,-.0086453359839936,.0201625659993179,5680,0,1,0,0,.0029045495,4,Gardner & Oswald 2007,
Money and Mental Wellbeing: A Longitudinal Study of Medium-Sized Lottery Wins,2007,1998,United Kingdom,Lottery,48,4,.027404011609658,51.29438820442484,4303.1,4.303100000000001,.43031,.043031,5386,64,5322,.8110000000000001,lottery winners,N,GHQ mental strain,1,,Stress,gardner_07,Gardner & Oswald 2007,0,0,0,0,1,0,0,0,Lottery,,Adults,1,Gardner & Oswald,4 years,.0194953100135374,0,1,24100.123,0,174,Gardner & Oswald 2007,.027404011609658,.0194953100135374,-.0108060938843184,.0656141171036345,5386,0,1,0,0,.17855096,4,Gardner & Oswald 2007,
Money and Mental Wellbeing: A Longitudinal Study of Medium-Sized Lottery Wins,2007,1998,United Kingdom,Lottery,48,4,.0828510402397361,32.22477897205276,4303.1,4.303100000000001,.43031,.043031,4407,52,4355,.627,lottery winners,N,GHQ mental strain,1,,Stress,gardner_07,Gardner & Oswald 2007,0,0,0,0,1,0,0,0,Lottery,,Adults,0,Gardner & Oswald,4 years,.0310320204482166,0,1,24100.123,0,175,Gardner & Oswald 2007,.0828510402397361,.0310320204482166,.0220293977937211,.143672682685751,4407,0,1,0,0,.17855096,4,Gardner & Oswald 2007,
"Short-term effects of moving from public housing in poor to middle-class neighborhoods on low-income, minority adults' outcomes.",2004,1994,United States,Neighborhood,24,2,.0562029249839565,8.67935037523452,18627,18.627,1.8627,.18627,315,173,142,.41,adults,Y,anxiety/panic symptoms (Symptom-Driven Diagnostic System for Primary Care),1,In-kind,Anxiety,Fauth_2004,Fauth et al. 2004,0,0,0,0,0,1,0,0,Neighborhood,36,Adults on average 36 years,.97,Fauth et al.,2 years,.1152159962171108,0,0,27674.021,0,176,Fauth et al. 2004,.0562029249839565,.1152159962171108,-.1696162780444838,.2820221280123968,315,0,1,0,0,.67308617,0,Fauth et al. 2004,44.63281404655106
"Short-term effects of moving from public housing in poor to middle-class neighborhoods on low-income, minority adults' outcomes.",2004,1994,United States,Neighborhood,24,2,.1219775271485868,5.885909763313609,18627,18.627,1.8627,.18627,315,173,142,.39,adults,Y,depression symptoms (Symptom-Driven Diagnostic System for Primary Care),1,In-kind,Depression,Fauth_2004,Fauth et al. 2004,0,0,0,0,0,1,0,0,Neighborhood,36,Adults on average 36 years,.97,Fauth et al.,2 years,.1698972699569602,0,0,27674.021,0,177,Fauth et al. 2004,.1219775271485868,.1698972699569602,-.2110150030387341,.4549700573359077,315,1,0,0,0,.67308617,0,Fauth et al. 2004,26.31897759364408
Long-Term Neighborhood Effects on Low-Income Families: Evidence from Moving to Opportunity,2013,1994,United States,Neighborhood,120,10,.0809665243146439,16.66666666666667,85827,85.827,8.582700000000001,.85827,1817,678,1139,.06,adults from low-income families,Y,psychological distress (K6 z score),1,Unconditional,Stress,Ludwig_2013,Ludwig et al. 2013,0,0,0,0,0,1,0,0,Neighborhood,43,Adults around 43 years,.978,Ludwig et al.,10-15 years,.06,0,0,27674.021,1,178,Ludwig et al. 2013,.0809665243146439,.06,-.0366313147577593,.1985643633870471,1817,0,1,0,0,3.1013563,0,Ludwig et al. 2013,78.55265431328991
Long-Term Neighborhood Effects on Low-Income Families: Evidence from Moving to Opportunity,2013,1994,United States,Neighborhood,120,10,.0789771478160255,23.80952380952381,85827,85.827,8.582700000000001,.85827,2595,1456,1139,.042,adults from low-income families,Y,happiness - zscore,0,In-kind,Happiness or Satisfaction,Ludwig_2013,Ludwig et al. 2013,0,0,0,0,0,1,0,0,Neighborhood,43,Adults around 43 years,.978,Ludwig et al.,10-15 years,.042,0,0,27674.021,1,179,Ludwig et al. 2013,.0789771478160255,.042,-.0033413395346568,.1612956351667077,2595,0,0,1,0,3.1013563,0,Ludwig et al. 2013,91.79099733567682
Long-Term Neighborhood Effects on Low-Income Families: Evidence from Moving to Opportunity,2013,1994,United States,Neighborhood,120,10,.1189508196721311,16.39344262295082,85827,85.827,8.582700000000001,.85827,1817,678,1139,.061,adults from low-income families,Y,happiness - zscore,0,Unconditional,Happiness or Satisfaction,Ludwig_2013,Ludwig et al. 2013,0,0,0,0,0,1,0,0,Neighborhood,43,Adults around 43 years,.978,Ludwig et al.,10-15 years,.061,0,0,27674.021,1,180,Ludwig et al. 2013,.1189508196721311,.061,-.0006069833848121,.2385086227290744,1817,0,0,1,0,3.1013563,0,Ludwig et al. 2013,77.81305128532978
Long-Term Neighborhood Effects on Low-Income Families: Evidence from Moving to Opportunity,2013,1994,United States,Neighborhood,120,10,.0449869829331791,55.55555555555556,85827,85.827,8.582700000000001,.85827,2595,1456,1139,.018,adults from low-income families,Y,very happy or pretty happy,0,In-kind,Happiness or Satisfaction,Ludwig_2013,Ludwig et al. 2013,0,0,0,0,0,1,0,0,Neighborhood,43,Adults around 43 years,.978,Ludwig et al.,10-15 years,.018,0,0,27674.021,1,181,Ludwig et al. 2013,.0449869829331791,.018,.0097076312114581,.0802663346549,2595,0,0,1,0,3.1013563,0,Ludwig et al. 2013,105.7718137274191
Long-Term Neighborhood Effects on Low-Income Families: Evidence from Moving to Opportunity,2013,1994,United States,Neighborhood,120,10,.0339859484777518,37.03703703703704,85827,85.827,8.582700000000001,.85827,1817,678,1139,.027,adults from low-income families,Y,very happy or pretty happy,0,Unconditional,Happiness or Satisfaction,Ludwig_2013,Ludwig et al. 2013,0,0,0,0,0,1,0,0,Neighborhood,43,Adults around 43 years,.978,Ludwig et al.,10-15 years,.027,0,0,27674.021,1,182,Ludwig et al. 2013,.0339859484777518,.027,-.0189330791048297,.0869049760603332,1817,0,0,1,0,3.1013563,0,Ludwig et al. 2013,101.4269290764841
Moving to opportunity: an experimental study of neighborhood effects on mental health.,2003,1994,United States,Neighborhood,36,3,.1034629456309027,9.665296052631581,27027,27.027,2.7027,.27027,171,98,73,.23,children - girls,Y,Anxious/depressed,1,In-kind,Depression,Leventhal_2003,Leventhal & Brooks-Gunn 2003,0,0,0,0,0,1,0,0,Neighborhood,12.64,8 to 18,1,Leventhal & Brooks-Gunn,3 years,.1034629456309027,0,0,27674.021,0,183,Leventhal & Brooks-Gunn 2003,.1034629456309027,.1034629456309027,-.0993207015400923,.3062465928018978,171,1,0,0,0,.9766199,0,Leventhal & Brooks-Gunn 2003,50.41619656168492
Associations of housing mobility interventions for children in high-poverty neighborhoods with subsequent mental disorders durin adolescence,2014,1994,United States,Neighborhood,144,12,.4506006960396226,.652723463687151,102627,102.627,10.2627,1.02627,182,98,84,1.02,adolescents,Y,Major depressive disorder reduction,0,In-kind,Depression,Kessler_14,Kessler et al. 2014,0,0,0,0,0,1,0,0,Neighborhood,16,13 to 19,.5,Kessler et al.,10-15 years,1.532042366534717,0,0,27674.021,1,184,Kessler et al. 2014,.4506006960396226,1.532042366534717,-2.552147165157935,3.453348557237179,182,1,0,0,0,3.7084239,0,Kessler et al. 2014,.4243970361461958
Moving to opportunity: an experimental study of neighborhood effects on mental health.,2003,1994,United States,Neighborhood,36,3,.2266331190010251,8.824835526315788,27027,27.027,2.7027,.27027,171,98,73,.21,children -boys,Y,Anxious/depressed,1,In-kind,Depression,Leventhal_2003,Leventhal & Brooks-Gunn 2003,0,0,0,0,0,1,0,0,Neighborhood,12.64,8 to 18,0,Leventhal & Brooks-Gunn,3 years,.1133165595005126,0,0,27674.021,0,185,Leventhal & Brooks-Gunn 2003,.2266331190010251,.1133165595005126,.0045367435280304,.4487294944740198,171,1,0,0,0,.9766199,0,Leventhal & Brooks-Gunn 2003,45.51463049618135
